year,ine_code,name,value
2001,49,Zamora,202356.0
2001,50,Zaragoza,857565.0
2001,51,Ceuta,75694.0
2001,52,Melilla,68789.0
2000,2,Albacete,363263.0
2000,3,Alicante/Alacant,1445144.0
2000,4,Almería,518229.0
2000,1,Araba/Álava,286497.0
2000,33,Asturias,1076567.0
2000,5,Ávila,164991.0
2000,6,Badajoz,661874.0
2000,7,"Balears, Illes",845630.0
2000,8,Barcelona,4736277.0
2000,48,Bizkaia,1132729.0
2000,9,Burgos,347240.0
2000,10,Cáceres,407546.0
2000,11,Cádiz,1125105.0
2000,39,Cantabria,531159.0
2000,12,Castellón/Castelló,474385.0
2000,13,Ciudad Real,476633.0
2000,14,Córdoba,769237.0
2000,15,"Coruña, A",1108419.0
2000,16,Cuenca,201053.0
2000,20,Gipuzkoa,679370.0
2000,17,Girona,565599.0
2000,18,Granada,809004.0
2000,19,Guadalajara,165347.0
2000,21,Huelva,458998.0
2000,22,Huesca,205430.0
2000,23,Jaén,645711.0
2000,24,León,502155.0
2000,25,Lleida,361590.0
2000,27,Lugo,365619.0
2000,28,Madrid,5205408.0
2000,29,Málaga,1278851.0
2000,30,Murcia,1149328.0
2000,31,Navarra,543757.0
2000,32,Ourense,345241.0
2000,34,Palencia,178316.0
2000,35,"Palmas, Las",897595.0
2000,36,Pontevedra,912621.0
2000,26,"Rioja, La",264178.0
2000,37,Salamanca,349733.0
2000,38,Santa Cruz de Tenerife,818681.0
2000,40,Segovia,146613.0
2000,41,Sevilla,1734917.0
2000,42,Soria,90911.0
2000,43,Tarragona,598533.0
2000,44,Teruel,136473.0
2000,45,Toledo,527965.0
2000,46,Valencia/València,2201200.0
2000,47,Valladolid,495690.0
2000,49,Zamora,203469.0
2000,50,Zaragoza,848006.0
2000,51,Ceuta,75241.0
2000,52,Melilla,66263.0
1999,2,Albacete,361021.0
1999,3,Alicante/Alacant,1410946.0
1999,4,Almería,512843.0
1999,1,Araba/Álava,285748.0
1999,33,Asturias,1084314.0
1999,5,Ávila,166259.0
1999,6,Badajoz,664625.0
1999,7,"Balears, Illes",821820.0
1999,8,Barcelona,4706325.0
1999,48,Bizkaia,1137418.0
1999,9,Burgos,347218.0
1999,10,Cáceres,408949.0
1999,11,Cádiz,1119802.0
1999,39,Cantabria,528478.0
1999,12,Castellón/Castelló,467895.0
1999,13,Ciudad Real,479087.0
1999,14,Córdoba,768676.0
1999,15,"Coruña, A",1108980.0
